#{"t_start": 1742082424.83425, "env_id": "None"}
r,l,t
-61.507146,100,8.56563
-69.63355,100,12.452451
-123.39795,100,16.339635
-117.2233,100,20.429445
-122.384756,100,24.282051
-106.837791,100,27.92197
-128.037803,100,31.583613
-63.667738,100,35.206692
-95.215397,100,38.951263
-110.50963,100,42.62938
-123.682289,100,46.306121
-83.492493,100,50.086681
-110.156091,100,53.894688
-99.543449,100,57.662057
-107.066096,100,61.393272
-118.654926,100,65.132203
-110.364546,100,69.258983
-125.733272,100,73.120714
-109.541529,100,76.921583
-95.513893,100,80.807477
-118.02787,100,84.665633
-118.610922,100,88.49675
-116.665909,100,92.349665
-122.916169,100,96.442601
-110.239369,100,100.702857
-116.637112,100,104.753738
-123.72134,100,108.57886
-100.254993,100,112.489343
-65.796415,100,116.39877
-64.619566,100,120.366068
-83.588146,100,124.527201
-129.239347,100,128.351292
-78.331953,100,132.65888
-120.438231,100,136.711162
-108.035095,100,141.089694
-113.666247,100,145.28861
-78.294053,100,149.527067
-84.940592,100,153.612246
-113.395417,100,157.771839
-94.565343,100,161.965335
-98.979288,100,165.720679
-110.581329,100,169.718567
-77.604467,100,174.062299
-120.070906,100,177.926224
-91.964756,100,181.796681
-90.132291,100,185.592928
-121.690332,100,189.501162
-118.031634,100,193.331081
-123.720262,100,197.338097
-118.632543,100,201.630924
-96.540236,100,217.963002
-107.807154,100,222.270713
-118.838676,100,226.616748
-85.389078,100,231.137952
-117.063374,100,235.437702
-137.852941,100,239.818524
-89.803151,100,244.187075
-93.622235,100,248.535052
-68.726104,100,252.885262
-101.322136,100,257.214669
-117.92215,100,261.506336
-114.901431,100,266.005786
-77.38648,100,270.45553
-118.704219,100,275.118128
-107.158041,100,279.61558
-49.707067,100,283.490258
-81.293337,100,287.493993
-123.664775,100,291.783454
-112.838981,100,295.674836
-102.476366,100,299.731591
-112.273437,100,303.869129
-114.119514,100,308.246887
-131.132806,100,312.6432
-101.815578,100,316.948763
-121.719839,100,321.285452
-125.204797,100,325.789277
-126.967905,100,330.175099
-124.515972,100,334.631284
-112.10521,100,338.957711
-105.553528,100,343.255949
-88.211664,100,347.812954
-115.33853,100,354.211864
-98.594717,100,359.966427
-90.83036,100,366.022516
-127.971888,100,372.16451
-68.619012,100,379.895221
-81.446645,100,384.701925
-118.715381,100,388.707783
-107.48212,100,393.38167
-123.725497,100,397.44777
-73.670901,100,401.598461
-80.864064,100,405.507221
-108.172621,100,409.4672
-107.033281,100,413.338133
-93.211082,100,417.246423
-123.446365,100,421.1185
-78.165146,100,425.019042
-123.968182,100,428.999222
-103.129521,100,432.863632
-89.651028,100,436.726544
-118.154424,100,452.52184
-87.420349,100,456.468261
-116.429642,100,460.556879
-111.406839,100,464.852391
-115.460554,100,468.762572
-108.177128,100,472.829508
-102.067415,100,477.066075
-78.419296,100,481.69493
-120.160952,100,485.558367
-105.69171,100,489.499629
-115.565582,100,493.33651
-91.898734,100,497.184177
-81.080532,100,501.086568
-87.492768,100,505.196988
-103.205166,100,509.094269
-108.364527,100,513.248077
-78.188958,100,517.172365
-116.462627,100,521.068256
-115.413393,100,525.195593
-86.889303,100,529.517252
-129.412142,100,533.402534
-84.691635,100,537.281393
-107.429805,100,541.129882
-100.194221,100,545.06961
-79.984644,100,549.264169
-112.181818,100,553.149548
-82.694822,100,557.01382
-114.317504,100,560.916899
-112.887151,100,564.989722
-73.644038,100,568.915926
-122.767341,100,572.832174
-98.37056,100,576.780773
-120.330472,100,580.65792
-107.036387,100,584.499539
-95.193617,100,589.20897
-64.462231,100,593.560711
-109.421515,100,597.874468
-102.103692,100,602.003168
-71.781668,100,607.346026
-125.310295,100,611.881781
-114.624489,100,617.05257
-93.265024,100,622.309969
-88.555607,100,626.782065
-72.607907,100,631.113597
-63.85371,100,635.913451
-108.106061,100,640.170472
-113.605326,100,644.403452
-85.120026,100,648.516178
-84.045627,100,652.7213
-100.225671,100,656.737191
-68.231001,100,673.27553
-88.658307,100,677.324403
-108.132008,100,681.60513
-108.831869,100,685.779815
-117.684067,100,689.746707
-64.607279,100,693.672685
-65.750977,100,697.598579
-97.986996,100,701.442782
-79.127261,100,705.388448
-108.676646,100,709.333169
-93.706854,100,713.212411
-74.317755,100,717.051072
-77.066774,100,720.925437
-69.626634,100,724.769262
-101.196448,100,728.69102
-89.661079,100,732.576248
-91.982031,100,736.437028
-80.157476,100,740.329039
-102.517942,100,744.250988
-45.974368,100,748.290732
-64.770714,100,752.442164
-81.133568,100,756.628269
-106.388374,100,760.665338
-113.586291,100,764.716763
-62.716491,100,769.003152
-82.011513,100,773.778336
-81.692148,100,778.207907
-100.735981,100,782.659902
-97.813828,100,786.894181
-110.069897,100,791.087538
-115.882039,100,796.384259
-113.70743,100,800.941844
-110.113373,100,804.992155
-105.237541,100,809.606629
-110.582752,100,813.787176
-101.750613,100,817.702249
-60.279047,100,821.693613
-88.091874,100,826.207565
-72.131406,100,830.140115
-47.721976,100,833.996791
-61.897612,100,837.840274
-102.762032,100,841.721056
-80.918815,100,845.784002
-85.532769,100,849.647094
-67.542293,100,853.677819
-89.468795,100,857.930661
-83.216228,100,861.799994
-81.872922,100,865.660901
-87.01397,100,869.712424
-81.666725,100,873.852833
-90.629903,100,889.855803
-60.898846,100,894.133581
-80.348131,100,898.573551
-85.281829,100,902.903972
-86.071308,100,907.371653
-79.27854,100,912.009055
-59.999354,100,916.25761
-95.586991,100,920.33049
