#{"t_start": 1742082401.3064923, "env_id": "None"}
r,l,t
-112.284117,100,32.093892
-117.766344,100,35.979704
-92.48582,100,39.867393
-117.430863,100,43.957725
-118.479893,100,47.808788
-120.211841,100,51.449728
-113.510437,100,55.111371
-131.086681,100,58.73445
-62.649563,100,62.479021
-112.580906,100,66.157138
-87.056314,100,69.83336
-126.445151,100,73.614439
-119.800905,100,77.422446
-93.18692,100,81.190841
-96.186722,100,84.92103
-103.872795,100,88.661474
-79.404169,100,92.786741
-78.926269,100,96.648472
-109.781642,100,100.448825
-98.17491,100,104.336244
-120.371551,100,108.193391
-127.298308,100,112.025046
-118.672212,100,115.877422
-121.266955,100,119.970358
-121.08677,100,124.230085
-117.891553,100,128.281495
-83.585522,100,132.104522
-114.553897,100,136.018125
-99.394943,100,139.926528
-92.143208,100,143.893826
-100.94861,100,148.053447
-116.090316,100,151.878531
-115.612965,100,156.186121
-119.479306,100,160.23892
-107.749431,100,164.616931
-84.400916,100,168.815842
-116.162457,100,173.053794
-88.543427,100,177.140004
-133.289526,100,181.302623
-87.698988,100,185.492587
-122.772736,100,189.246407
-101.207782,100,193.245799
-119.800186,100,197.590579
-96.128697,100,201.457506
-112.015566,100,205.324439
-118.315744,100,209.120182
-112.932501,100,213.028919
-104.298211,100,216.858324
-129.474254,100,220.865331
-115.420606,100,225.158681
-115.230286,100,241.4918
-95.336473,100,245.7995
-79.42443,100,250.143998
-106.353841,100,254.665199
-96.003868,100,258.964952
-110.68113,100,263.345761
-121.840293,100,267.714326
-112.722252,100,272.062301
-95.46413,100,276.412512
-70.243189,100,280.741897
-106.821505,100,285.03511
-114.859241,100,289.533544
-103.529295,100,293.982766
-70.909048,100,298.645886
-109.09768,100,303.142809
-105.261913,100,307.018015
-112.77409,100,311.019675
-98.317815,100,315.312756
-98.358909,100,319.202593
-109.998489,100,323.259349
-75.8861,100,327.396377
-128.188294,100,331.773597
-111.481369,100,336.170957
-97.094446,100,340.474478
-98.278773,100,344.81216
-111.373986,100,349.317035
-111.949757,100,353.702333
-98.871288,100,358.159042
-83.412887,100,362.48496
-117.195292,100,366.782176
-66.987922,100,371.338085
-112.552397,100,377.73909
-126.437372,100,383.497735
-109.113105,100,389.549766
-125.664518,100,395.691731
-121.287211,100,403.423491
-82.31425,100,408.227112
-94.947322,100,412.234491
-108.882901,100,416.908907
-113.483073,100,420.976536
-104.520877,100,425.126219
-98.098992,100,429.034454
-119.632782,100,432.994958
-111.329737,100,436.864864
-71.996949,100,440.773655
-116.029742,100,444.646258
-105.451821,100,448.5468
-66.36521,100,452.526979
-132.683883,100,456.39139
-106.60414,100,460.253774
-105.018634,100,476.046081
-108.058013,100,479.996018
-75.377213,100,484.084637
-124.606804,100,488.377635
-110.332154,100,492.288817
-104.94751,100,496.355249
-119.542593,100,500.595861
-81.875571,100,505.222688
-113.160518,100,509.086678
-113.259261,100,513.027386
-89.946164,100,516.86376
-117.426378,100,520.711935
-106.979453,100,524.614326
-116.642636,100,528.725787
-69.814917,100,532.622027
-109.047166,100,536.775307
-78.559009,100,540.6991
-91.144117,100,544.597048
-115.958379,100,548.720302
-62.260022,100,553.04501
-89.745037,100,556.928735
-117.952606,100,560.808115
-85.872524,100,564.657126
-104.757458,100,568.596852
-114.624488,100,572.790364
-99.119381,100,576.677306
-59.396864,100,580.541059
-112.381019,100,584.444657
-71.456225,100,588.515934
-53.588633,100,592.443168
-83.787925,100,596.359409
-94.792651,100,600.308004
-54.233229,100,604.18517
-77.411612,100,608.027822
-88.541792,100,612.735691
-120.338198,100,617.088978
-108.581997,100,621.402226
-55.040145,100,625.530926
-80.08689,100,630.8743
-100.126301,100,635.40903
-110.823241,100,640.5798
-101.975638,100,645.838248
-87.702951,100,650.309822
-58.7451,100,654.64084
-71.763252,100,659.441209
-90.391006,100,663.697196
-119.187927,100,667.930689
-96.463879,100,672.043936
-97.309948,100,676.249566
-113.693433,100,680.264948
-93.395359,100,696.801275
-103.908985,100,700.853669
-114.182408,100,705.132365
-68.912555,100,709.307573
-101.595565,100,713.273961
-81.061217,100,717.19992
-107.370394,100,721.126337
-75.827041,100,724.972056
-71.191632,100,728.913579
-122.959511,100,732.860926
-107.382556,100,736.740169
-94.526894,100,740.57883
-73.776367,100,744.453707
-97.398068,100,748.295994
-92.820385,100,752.218266
-74.921647,100,756.104006
-71.78764,100,759.963765
-96.656635,100,763.855791
-120.929022,100,767.777717
-76.824923,100,771.817976
-100.762702,100,775.970435
-93.531265,100,780.156538
-102.450833,100,784.193608
-82.373184,100,788.244521
-105.35547,100,792.532445
-104.391047,100,797.306094
-91.847621,100,801.735665
-116.254793,100,806.187659
-102.539999,100,810.421939
-96.433096,100,814.61478
-89.965686,100,819.914053
-127.501455,100,824.470611
-107.04751,100,828.522079
-73.740044,100,833.133866
-95.005152,100,837.316006
-93.90483,100,841.230006
-121.014632,100,845.218324
-103.629441,100,849.735322
-85.856451,100,853.667873
-57.683194,100,857.525059
-100.915135,100,861.369553
-59.362157,100,865.248814
-85.854032,100,869.311242
-73.481172,100,873.174852
-81.705988,100,877.20505
-100.695912,100,881.45791
-66.080934,100,885.328278
-72.182606,100,889.188659
-90.178538,100,893.240686
-86.317612,100,897.381103
-94.211437,100,913.383041
-107.910883,100,917.662362
-91.953107,100,922.101308
-85.634497,100,926.431212
-99.464483,100,930.898894
-66.980307,100,935.536813
-87.604427,100,939.785368
-97.801723,100,943.858248
