#{"t_start": 1742082414.26146, "env_id": "None"}
r,l,t
-114.998124,100,19.138924
-98.001403,100,23.024736
-117.509569,100,26.912425
-92.643653,100,31.002235
-121.623362,100,34.853309
-82.142039,100,38.49476
-133.536148,100,42.156403
-122.617784,100,45.778457
-63.155387,100,49.523542
-109.309099,100,53.200642
-72.289501,100,56.878392
-87.89486,100,60.659471
-125.252689,100,64.465962
-110.072748,100,68.235361
-113.001512,100,71.966062
-118.248346,100,75.706506
-97.576934,100,79.831773
-121.585709,100,83.693504
-104.525333,100,87.492342
-70.080145,100,91.381276
-112.004786,100,95.238423
-124.173807,100,99.070078
-118.211917,100,102.922455
-113.420817,100,107.014366
-111.949062,100,111.275117
-118.211408,100,115.326528
-115.447426,100,119.151128
-123.553577,100,123.062133
-118.268796,100,126.97156
-87.724388,100,130.938858
-111.741251,100,135.099991
-76.973103,100,138.923563
-96.168998,100,143.23167
-116.480182,100,147.283952
-116.347082,100,151.661963
-121.121453,100,155.8614
-132.410078,100,160.099857
-121.168221,100,164.183022
-130.379637,100,168.347656
-103.922228,100,172.537619
-73.241493,100,176.293468
-83.722419,100,180.290831
-61.206467,100,184.63614
-122.46175,100,188.502033
-82.314078,100,192.368964
-126.907603,100,196.165718
-69.701498,100,200.073952
-88.960481,100,203.903871
-105.23937,100,207.910887
-114.190058,100,212.203713
-85.998803,100,228.536312
-122.939299,100,232.844532
-76.733431,100,237.189538
-122.40751,100,241.710742
-103.564374,100,246.010492
-121.248921,100,250.389757
-106.412536,100,254.759865
-95.890679,100,259.107841
-103.541358,100,263.458052
-110.79726,100,267.787459
-116.670083,100,272.080142
-123.507738,100,276.578576
-96.171838,100,281.02832
-126.216534,100,285.690918
-113.772019,100,290.18632
-111.741045,100,294.063047
-62.958886,100,298.066782
-80.863038,100,302.356752
-86.262802,100,306.247626
-92.503011,100,310.305426
-92.09424,100,314.441919
-112.100114,100,318.816109
-90.677498,100,323.213432
-86.516731,100,327.521028
-113.784272,100,331.857712
-116.549774,100,336.362067
-86.143955,100,340.747889
-77.309567,100,345.204074
-115.212077,100,349.530501
-113.22628,100,353.829769
-89.432944,100,358.385744
-64.529728,100,364.784123
-105.856546,100,370.542767
-110.158139,100,376.595306
-123.829731,100,382.736764
-95.855461,100,390.468011
-115.57166,100,395.274191
-116.057309,100,399.280573
-115.563462,100,403.95446
-127.12089,100,408.021568
-102.727179,100,412.171251
-115.923786,100,416.079486
-117.304118,100,420.03999
-124.383971,100,423.910923
-112.417229,100,427.819213
-121.960861,100,431.690773
-90.868377,100,435.591311
-106.400679,100,439.571002
-111.939924,100,443.436422
-114.64343,100,447.298299
-84.571028,100,463.09463
-110.970122,100,467.041051
-102.034612,100,471.129146
-104.188645,100,475.42518
-120.575627,100,479.334856
-101.634781,100,483.402804
-86.233564,100,487.641415
-72.867363,100,492.265693
-113.780672,100,496.13171
-117.927023,100,500.0719
-113.794502,100,503.9093
-100.301607,100,507.756967
-101.861015,100,511.659358
-83.820579,100,515.770819
-70.046513,100,519.667059
-77.479055,100,523.820339
-105.812406,100,527.744644
-50.635065,100,531.64156
-85.860182,100,535.768383
-113.833569,100,540.087508
-56.585339,100,543.974286
-106.26709,100,547.852629
-87.325562,100,551.701645
-71.678861,100,555.642918
-92.239591,100,559.836432
-90.811259,100,563.722338
-114.718183,100,567.585067
-121.8357,100,571.489689
-73.489709,100,575.561992
-64.434197,100,579.48768
-106.89559,100,583.404441
-105.034724,100,587.353036
-123.546917,100,591.230202
-116.908537,100,595.072329
-102.760113,100,599.78176
-80.852694,100,604.134535
-72.856099,100,608.447258
-93.641765,100,612.575958
-95.744605,100,617.919333
-124.374745,100,622.454571
-99.8343,100,627.624832
-78.01284,100,632.88328
-91.402875,100,637.356911
-91.609869,100,641.686387
-105.309086,100,646.48677
-95.330698,100,650.743262
-69.387266,100,654.975721
-96.353633,100,659.088968
-105.290473,100,663.29409
-95.308147,100,667.309981
-68.491042,100,683.84832
-89.909201,100,687.898702
-89.774882,100,692.17792
-95.423086,100,696.352605
-91.175378,100,700.319497
-83.903492,100,704.245475
-111.208139,100,708.169823
-91.971979,100,712.017089
-107.360386,100,715.960204
-76.807994,100,719.905959
-76.857258,100,723.785201
-115.59662,100,727.623862
-86.689985,100,731.49721
-66.105201,100,735.341538
-100.425521,100,739.262788
-21.487288,100,743.149038
-82.495956,100,747.009818
-70.162599,100,750.902332
-65.072222,100,754.823263
-96.833917,100,758.863522
-93.827646,100,763.015467
-71.303263,100,767.200549
-88.749433,100,771.237611
-86.904629,100,775.286455
-109.866349,100,779.577477
-87.426053,100,784.351633
-116.887938,100,788.778136
-52.054903,100,793.23215
-104.618032,100,797.466971
-100.624964,100,801.659813
-89.505932,100,806.959085
-113.757091,100,811.514634
-104.772248,100,815.564945
-113.861065,100,820.179419
-107.582276,100,824.361038
-119.103285,100,828.275038
-111.99512,100,832.266403
-85.908098,100,836.780354
-110.757957,100,840.712905
-57.5293,100,844.56806
-110.957146,100,848.413064
-112.651039,100,852.293846
-45.86608,100,856.356792
-72.224636,100,860.217818
-93.348311,100,864.250082
-118.187094,100,868.503451
-69.838649,100,872.373821
-91.513928,100,876.233691
-77.69809,100,880.285214
-82.745842,100,884.426135
-79.010961,100,900.428593
-91.803557,100,904.707394
-74.880733,100,909.144819
-98.769427,100,913.475237
-86.464228,100,917.944443
-100.874117,100,922.581845
-75.968249,100,926.8304
-91.546281,100,930.904305
