#{"t_start": 1742082427.504981, "env_id": "None"}
r,l,t
-122.864848,100,5.895403
-108.316859,100,9.780211
-78.520555,100,13.668389
-115.474682,100,17.759236
-87.253892,100,21.61132
-130.514631,100,25.251239
-89.30059,100,28.912882
-127.412492,100,32.533422
-103.543654,100,36.280532
-116.991643,100,39.956115
-112.029537,100,43.63539
-81.821193,100,47.416497
-73.57261,100,51.221435
-75.497077,100,54.992868
-87.578422,100,58.722541
-121.197936,100,62.460448
-61.841974,100,66.588252
-116.49315,100,70.449983
-120.283636,100,74.250852
-113.734378,100,78.134721
-62.742316,100,81.991888
-120.430925,100,85.826557
-132.478263,100,89.674909
-117.945985,100,93.771358
-135.070165,100,98.032126
-112.871798,100,102.083007
-118.216891,100,105.907607
-113.533367,100,109.817095
-128.377037,100,113.728039
-93.070886,100,117.695337
-115.881402,100,121.85647
-116.306326,100,125.680561
-94.592817,100,129.988149
-120.837815,100,134.040431
-81.024688,100,138.418963
-124.379369,100,142.617353
-103.87858,100,146.856336
-108.696713,100,150.941515
-85.830762,100,155.104135
-125.401301,100,159.294604
-110.382351,100,163.049948
-131.464591,100,167.046791
-120.294705,100,171.392619
-87.198104,100,175.258512
-91.307778,100,179.12595
-71.923125,100,182.922197
-102.254639,100,186.830431
-85.652139,100,190.66035
-107.856267,100,194.667366
-114.486289,100,198.960192
-96.406448,100,215.292791
-119.62904,100,219.598464
-107.815814,100,223.946017
-94.727429,100,228.467221
-117.621688,100,232.766971
-112.636472,100,237.146236
-126.233528,100,241.516344
-114.307416,100,245.864321
-117.874751,100,250.214531
-121.128334,100,254.543938
-120.154966,100,258.836621
-84.755063,100,263.335055
-104.398329,100,267.784278
-103.116396,100,272.447397
-111.623152,100,276.942799
-97.502342,100,280.817489
-114.372055,100,284.823261
-114.128377,100,289.114267
-129.269896,100,293.004613
-128.879088,100,297.061905
-117.992385,100,301.198398
-116.261423,100,305.576156
-120.021906,100,309.971951
-107.114861,100,314.277507
-112.571363,100,318.614721
-95.966029,100,323.118546
-113.623598,100,327.504368
-126.593829,100,331.959517
-87.55636,100,336.28698
-112.443338,100,340.586248
-72.482412,100,345.142223
-108.823629,100,351.541132
-87.784638,100,357.299772
-105.879363,100,363.351785
-83.675672,100,369.493779
-104.033611,100,377.22449
-114.05544,100,382.029634
-128.740676,100,386.037052
-93.253169,100,390.710939
-88.673818,100,394.778047
-75.251177,100,398.92773
-120.632489,100,402.835458
-78.219212,100,406.796469
-80.337507,100,410.665369
-89.16508,100,414.574647
-132.303821,100,418.448295
-95.153644,100,422.346284
-112.975296,100,426.32849
-117.957676,100,430.189871
-104.842988,100,434.055813
-65.24762,100,449.851109
-109.526988,100,453.798059
-62.746957,100,457.886148
-115.243188,100,462.181152
-92.561899,100,466.089823
-117.54298,100,470.160357
-110.633414,100,474.397894
-101.802999,100,479.022686
-114.085288,100,482.888189
-99.644316,100,486.828898
-77.148471,100,490.665779
-108.184309,100,494.513446
-113.305351,100,498.415837
-105.690438,100,502.527827
-94.009943,100,506.423538
-108.800555,100,510.577346
-104.763596,100,514.502153
-100.798272,100,518.396019
-89.174816,100,522.524862
-68.434207,100,526.846521
-84.560338,100,530.731803
-104.516066,100,534.609108
-73.122351,100,538.459151
-107.878072,100,542.39735
-68.196682,100,546.592911
-102.39628,100,550.478817
-114.166635,100,554.343612
-115.586649,100,558.246168
-83.586544,100,562.318471
-95.24553,100,566.245707
-116.96111,100,570.161443
-67.160929,100,574.110042
-91.590583,100,577.987189
-109.24016,100,581.829333
-55.490085,100,586.537717
-97.928987,100,590.891014
-110.770287,100,595.204262
-110.615952,100,599.332437
-71.795601,100,604.67479
-94.04616,100,609.211581
-109.113795,100,614.381839
-101.142694,100,619.639759
-71.934606,100,624.113968
-106.91429,100,628.441834
-114.797224,100,633.243249
-97.977549,100,637.499741
-120.505312,100,641.732721
-69.915191,100,645.845983
-104.986761,100,650.048011
-65.849055,100,654.065909
-91.250911,100,670.60329
-93.303572,100,674.655704
-121.789491,100,678.934399
-108.132759,100,683.106544
-85.723629,100,687.075976
-74.66921,100,691.000907
-100.424863,100,694.927335
-82.123395,100,698.773568
-117.637212,100,702.717203
-52.406365,100,706.661934
-84.910392,100,710.542202
-90.876626,100,714.380341
-108.989265,100,718.25268
-48.309273,100,722.09549
-92.218944,100,726.020288
-86.142439,100,729.905014
-88.871864,100,733.766813
-106.167445,100,737.659332
-85.001212,100,741.58078
-89.471871,100,745.617474
-95.46198,100,749.768922
-105.800546,100,753.958049
-107.928917,100,757.992584
-95.128941,100,762.046032
-103.326332,100,766.332924
-98.384823,100,771.106084
-82.483387,100,775.534615
-70.714404,100,779.987605
-108.889812,100,784.22345
-57.999776,100,788.416806
-57.079092,100,793.715564
-103.527555,100,798.272122
-109.639909,100,802.322961
-138.835414,100,806.935898
-82.507007,100,811.117517
-86.240857,100,815.031006
-107.961146,100,819.023388
-71.256804,100,823.534802
-71.608252,100,827.468374
-98.154297,100,831.32657
-78.16877,100,835.172102
-52.260631,100,839.050325
-102.322635,100,843.113271
-102.938292,100,846.974814
-73.307512,100,851.007087
-67.834197,100,855.25993
-74.056942,100,859.129263
-98.251403,100,862.99017
-75.387851,100,867.042197
-99.276413,100,871.182614
-60.831744,100,887.185072
-89.496787,100,891.461842
-85.294607,100,895.90282
-82.755977,100,900.233241
-107.960391,100,904.698386
-51.004907,100,909.338324
-64.616708,100,913.586879
-71.777352,100,917.660784
