#{"t_start": 1742082430.219523, "env_id": "None"}
r,l,t
-128.610633,100,3.181382
-104.208494,100,7.067178
-71.030509,100,10.954879
-61.728936,100,15.044694
-115.311424,100,18.895757
-122.68655,100,22.536697
-109.048164,100,26.19834
-100.625034,100,29.821419
-118.674323,100,33.56599
-72.892553,100,37.244646
-68.405609,100,40.920848
-117.660401,100,44.700904
-115.433493,100,48.509415
-110.500161,100,52.278326
-114.631602,100,56.007999
-108.240402,100,59.748947
-116.508447,100,63.87371
-69.415536,100,67.735441
-104.079524,100,71.53631
-119.65452,100,75.423213
-118.664704,100,79.278353
-112.049564,100,83.112015
-96.182121,100,86.964392
-121.659404,100,91.056303
-82.821362,100,95.317584
-115.808604,100,99.368465
-122.236879,100,103.193065
-116.9136,100,107.105095
-63.105115,100,111.010491
-118.71127,100,114.980795
-121.900431,100,119.141928
-131.030149,100,122.966019
-103.269792,100,127.270574
-87.091675,100,131.325889
-98.533156,100,135.704421
-117.44195,100,139.903337
-104.75992,100,144.141794
-80.774283,100,148.226973
-89.678099,100,152.389084
-86.980887,100,156.580062
-89.578076,100,160.335406
-135.369959,100,164.333294
-114.463534,100,168.678077
-95.010145,100,172.541963
-113.298735,100,176.411934
-134.136243,100,180.208171
-82.794744,100,184.115889
-101.535925,100,187.945808
-114.869386,100,191.952301
-84.749565,100,196.245651
-116.031589,100,212.578769
-119.930028,100,216.886469
-119.451482,100,221.231475
-120.815241,100,225.752168
-117.48139,100,230.049916
-98.567977,100,234.430179
-118.294163,100,238.799291
-101.67281,100,243.14927
-91.236877,100,247.499989
-112.267755,100,251.829396
-112.89442,100,256.122079
-116.513572,100,260.620513
-82.913266,100,265.070257
-99.395223,100,269.731293
-113.129047,100,274.230307
-115.913992,100,278.104985
-96.915919,100,282.107152
-111.664879,100,286.399725
-114.451363,100,290.288042
-80.625205,100,294.347363
-113.487582,100,298.483856
-121.776158,100,302.861614
-118.729641,100,307.257927
-123.911822,100,311.56349
-116.831185,100,315.900179
-109.21962,100,320.404004
-105.23984,100,324.789826
-111.247849,100,329.246011
-106.810831,100,333.572438
-81.259396,100,337.871706
-120.165222,100,342.427681
-100.960329,100,348.82606
-126.872396,100,354.581664
-67.020702,100,360.637243
-122.73441,100,366.779237
-122.527621,100,374.509948
-121.519617,100,379.314082
-116.175913,100,383.32251
-116.506723,100,387.993348
-114.347203,100,392.061982
-123.260391,100,396.213188
-78.36224,100,400.121948
-109.673999,100,404.081927
-112.238167,100,407.953898
-96.122446,100,411.86115
-96.548099,100,415.733227
-115.499131,100,419.633248
-116.78638,100,423.613949
-111.408282,100,427.478359
-125.311299,100,431.341271
-109.406637,100,447.137077
-122.367685,100,451.083517
-112.198199,100,455.171083
-93.763243,100,459.467118
-79.114911,100,463.378342
-95.710996,100,467.443228
-124.832371,100,471.683352
-107.198862,100,476.309657
-104.910245,100,480.173647
-124.89253,100,484.113329
-98.071153,100,487.951237
-65.679965,100,491.798904
-101.030724,100,495.701822
-97.351194,100,499.813285
-106.013015,100,503.708996
-78.046964,100,507.862276
-109.121586,100,511.787611
-98.027754,100,515.684017
-121.437287,100,519.81032
-100.100536,100,524.131979
-97.831459,100,528.017262
-106.598207,100,531.895603
-100.323837,100,535.744096
-94.418807,100,539.685377
-96.925859,100,543.878896
-98.610846,100,547.764275
-112.91706,100,551.62907
-107.786972,100,555.531116
-95.605142,100,559.604971
-92.319533,100,563.531165
-85.469685,100,567.446901
-110.087089,100,571.3955
-101.766696,100,575.272647
-125.28233,100,579.114791
-104.165846,100,583.823697
-112.155583,100,588.176472
-100.945742,100,592.489195
-70.137154,100,596.617895
-56.655765,100,601.958734
-78.927211,100,606.497039
-123.837516,100,611.667297
-113.668877,100,616.925745
-108.274757,100,621.397299
-83.188676,100,625.728324
-110.513957,100,630.528707
-93.602654,100,634.784683
-67.506966,100,639.018179
-98.679195,100,643.131441
-60.765309,100,647.336027
-69.744121,100,651.35245
-106.487588,100,667.890778
-104.597849,100,671.940639
-86.634415,100,676.219857
-103.534409,100,680.394542
-98.027084,100,684.361434
-109.536965,100,688.286366
-120.0661,100,692.213306
-98.60878,100,696.057509
-110.774378,100,700.003175
-105.287949,100,703.948419
-110.292694,100,707.827138
-94.035547,100,711.665799
-96.751487,100,715.540676
-89.059225,100,719.383989
-77.029398,100,723.305747
-114.220482,100,727.1915
-82.072315,100,731.052271
-99.858404,100,734.94479
-108.139797,100,738.864163
-78.341411,100,742.905459
-77.524156,100,747.057404
-83.740249,100,751.241974
-104.389805,100,755.280577
-123.581336,100,759.329417
-100.781198,100,763.615872
-89.609848,100,768.39357
-111.062912,100,772.821084
-107.901957,100,777.275148
-91.062512,100,781.508909
-100.672334,100,785.702265
-98.215327,100,791.001528
-122.596276,100,795.55758
-86.88394,100,799.606882
-105.841332,100,804.221356
-106.042982,100,808.402465
-112.717824,100,812.316976
-66.336926,100,816.308846
-102.327602,100,820.822292
-100.331598,100,824.754842
-60.841629,100,828.612028
-112.570864,100,832.456522
-105.210095,100,836.335783
-54.402361,100,840.398729
-76.011965,100,844.261821
-79.786112,100,848.292546
-105.770665,100,852.545388
-66.498631,100,856.416292
-72.173523,100,860.275117
-97.668012,100,864.327656
-98.041558,100,868.468072
-49.985025,100,884.469489
-32.81216,100,888.749331
-85.429661,100,893.188278
-96.704425,100,897.518699
-76.664692,100,901.98638
-101.379146,100,906.621729
-95.345987,100,910.872337
-55.237211,100,914.946759
