#{"t_start": 1742072822.0375943, "env_id": "None"}
r,l,t
-112.854384,100,5.484993
-115.459706,100,6.714644
-91.970942,100,9.102955
-119.717104,100,12.80005
-123.207747,100,16.498191
-116.881954,100,20.204951
-112.439365,100,24.478254
-121.733545,100,28.376929
-55.649554,100,32.214105
-121.885506,100,36.23838
-91.579559,100,40.738477
-131.207925,100,45.192398
-120.201738,100,49.238828
-97.826248,100,53.167745
-97.156693,100,57.310333
-98.886452,100,61.528568
-81.150497,100,65.732417
-72.096871,100,69.99136
-110.558672,100,74.160316
-93.484007,100,78.302649
-115.12647,100,82.224755
-122.012845,100,86.606074
-124.84213,100,90.685134
-121.895786,100,95.215568
-120.442691,100,99.73479
-122.238284,100,104.368924
-91.199615,100,108.33236
-118.381919,100,112.608412
-97.754852,100,116.862561
-98.780111,100,121.555658
-95.723857,100,127.965483
-117.138409,100,133.242502
-121.844945,100,138.726521
-115.079661,100,144.236217
-108.048983,100,151.11316
-86.984521,100,157.087841
-116.353047,100,162.679201
-85.862451,100,169.352505
-130.895817,100,175.638137
-79.684512,100,182.203874
-128.365631,100,188.533146
-100.899937,100,194.921928
-116.179247,100,201.596111
-99.29568,100,205.853807
-119.490569,100,210.01222
-116.920497,100,214.620805
-114.477232,100,219.169693
-103.433508,100,223.18359
-125.381624,100,227.161985
-119.503916,100,231.248354
