#{"t_start": 1742081059.8864727, "env_id": "None"}
r,l,t
-129.243316,100,23.113034
-94.193331,100,27.370142
-88.163546,100,31.214287
-82.466694,100,35.19017
-107.879558,100,39.086698
-105.17686,100,43.208811
-108.577553,100,47.224669
-124.349939,100,51.305655
-111.230904,100,55.26086
-85.503065,100,59.53633
-113.512358,100,63.541508
-70.011634,100,67.683272
-115.223121,100,71.676043
-117.841663,100,75.79935
-123.865568,100,79.828542
-126.031747,100,83.937758
-123.407227,100,87.996333
-111.653313,100,92.003048
-96.017517,100,96.009938
-112.45502,100,100.055692
-123.417333,100,104.08625
-110.652732,100,108.155978
-106.123585,100,112.155985
-112.772457,100,116.195635
-123.695424,100,120.349395
-116.890039,100,124.392231
-119.731237,100,128.590015
-84.619745,100,132.608238
-119.431831,100,136.677017
-115.283209,100,140.723294
-122.731971,100,144.919592
-108.361972,100,148.700541
-121.140578,100,152.750021
-95.699439,100,156.85976
-96.166231,100,160.79007
-73.731832,100,164.753515
-110.690713,100,168.856
-122.463515,100,172.917601
-119.111589,100,177.113126
-57.138975,100,181.363853
-118.611485,100,185.432474
-128.739062,100,189.687302
-100.399985,100,193.810393
-100.791088,100,197.877617
-112.378601,100,201.969182
-114.290401,100,205.991829
-117.86571,100,210.097314
-96.908469,100,214.225102
-117.177521,100,218.354676
-110.445336,100,222.455073
-118.457818,100,238.612791
-109.304002,100,242.606101
-120.507013,100,246.609284
-83.986581,100,250.89056
-121.877553,100,255.010638
-117.957094,100,258.986033
-96.120225,100,262.922456
-104.911011,100,266.836254
-88.189201,100,270.802392
-116.253832,100,274.790457
-120.311704,100,278.507132
-112.503682,100,282.178221
-123.494948,100,285.894696
-116.941428,100,289.609197
-89.424579,100,293.292729
-115.89928,100,297.044777
-129.381982,100,301.276126
-120.55985,100,305.194365
