#{"t_start": 1742081071.375972, "env_id": "None"}
r,l,t
-117.553837,100,11.620516
-108.386468,100,15.879636
-72.977118,100,19.723279
-111.319728,100,23.701194
-96.339032,100,27.597199
-127.439074,100,31.719312
-98.329261,100,35.735691
-124.094495,100,39.816155
-107.322338,100,43.768842
-114.93012,100,48.043808
-102.384625,100,52.052525
-80.179897,100,56.193773
-71.037919,100,60.18909
-81.960462,100,64.30985
-80.514426,100,68.338532
-128.173241,100,72.448259
-60.823755,100,76.506834
-111.502892,100,80.510479
-119.79701,100,84.51841
-109.324635,100,88.565678
-70.510983,100,92.597269
-116.377893,100,96.666999
-129.33416,100,100.667
-123.833974,100,104.706135
-130.062436,100,108.859896
-119.847171,100,112.902732
-110.387538,100,117.102029
-107.173992,100,121.117708
-119.217471,100,125.187013
-102.767827,100,129.23128
-115.935207,100,133.430093
-116.746537,100,137.211041
-102.962099,100,141.260522
-104.975949,100,145.370773
-79.614302,100,149.301091
-121.139961,100,153.26502
-109.725414,100,157.363425
-98.262056,100,161.427063
-90.107068,100,165.623626
-119.151708,100,169.874873
-111.011573,100,173.942975
-122.5975,100,178.198308
-115.699238,100,182.318882
-83.116321,100,186.388118
-91.647331,100,190.477638
-75.859476,100,194.502329
-99.464338,100,198.606272
-91.085394,100,202.735603
-104.255738,100,206.865176
-105.267584,100,210.965061
-86.321411,100,227.123291
-113.644634,100,231.116602
-113.397201,100,235.120309
-89.476873,100,239.401061
-117.212801,100,243.521139
-108.235828,100,247.496534
-128.645338,100,251.432957
-112.233776,100,255.347795
-120.970273,100,259.312892
-121.057037,100,263.300958
-120.392024,100,267.017633
-84.605276,100,270.689235
-102.254551,100,274.402632
-105.986822,100,278.12174
-113.664443,100,281.80323
-97.092061,100,285.555278
-112.428314,100,289.786626
-99.447701,100,293.704348
