#{"t_start": 1742081035.7943766, "env_id": "None"}
r,l,t
-97.506893,100,47.20513
-109.256879,100,51.462238
-118.377577,100,55.306383
-121.28752,100,59.282266
-83.593488,100,63.178794
-79.651706,100,67.300907
-97.951819,100,71.314224
-116.124943,100,75.397228
-108.862721,100,79.352956
-121.526389,100,83.628427
-108.211553,100,87.633604
-110.365711,100,91.774845
-114.417009,100,95.770685
-120.499792,100,99.89042
-78.960359,100,103.920639
-113.169115,100,108.029349
-132.224347,100,112.088429
-86.954305,100,116.095144
-122.816538,100,120.102034
-111.51896,100,124.147274
-100.814069,100,128.17784
-127.196479,100,132.248075
-118.397413,100,136.248081
-77.688013,100,140.287731
-99.134923,100,144.440986
-118.400959,100,148.483794
-92.281392,100,152.68312
-114.091308,100,156.700334
-115.152046,100,160.769113
-117.473312,100,164.81539
-97.894776,100,169.011688
-83.188987,100,172.792117
-99.540799,100,176.842118
-121.531067,100,180.949818
-118.159112,100,184.882166
-116.084369,100,188.846616
-123.654841,100,192.947563
-69.839565,100,197.008658
-113.294312,100,201.204716
-121.884267,100,205.455949
-120.486967,100,209.52457
-85.327679,100,213.779398
-116.90643,100,217.902489
-100.30403,100,221.969713
-111.893259,100,226.060248
-113.12121,100,230.0834
-111.849777,100,234.18941
-107.318849,100,238.316695
-115.733145,100,242.446772
-119.416671,100,246.547169
-72.024635,100,262.704887
-114.316093,100,266.69517
-114.446963,100,270.699825
-118.488143,100,274.982656
-111.242209,100,279.102214
-78.129693,100,283.075582
-114.127086,100,287.012511
-111.252453,100,290.928867
-112.627207,100,294.891919
-94.134666,100,298.881027
-113.280916,100,302.598688
-116.223097,100,306.270831
-112.347841,100,309.985236
-121.115556,100,313.70282
-112.354784,100,317.384825
-111.585302,100,321.136873
-104.312741,100,325.367704
-62.674175,100,329.28543
