#{"t_start": 1742081038.5444107, "env_id": "None"}
r,l,t
-116.896674,100,44.455096
-113.808014,100,48.712204
-88.002734,100,52.555845
-120.203793,100,56.532232
-108.611298,100,60.42876
-68.088908,100,64.549356
-59.866397,100,68.566731
-99.931402,100,72.647193
-105.464433,100,76.602922
-108.454298,100,80.878392
-103.065169,100,84.88305
-112.992311,100,89.024811
-121.721134,100,93.020651
-111.85356,100,97.140897
-112.644244,100,101.170604
-99.319141,100,105.279315
-97.10573,100,109.338395
-72.049738,100,113.34511
-123.554664,100,117.352
-91.787111,100,121.397754
-94.371991,100,125.42883
-135.017416,100,129.49804
-107.977276,100,133.498047
-87.042211,100,137.537697
-125.375641,100,141.690952
-114.843899,100,145.73376
-77.258023,100,149.933086
-77.469951,100,153.9503
-118.988958,100,158.019079
-116.247878,100,162.065356
-112.397816,100,166.261654
-68.135295,100,170.042083
-93.228028,100,174.092083
-113.70273,100,178.202334
-122.449117,100,182.132132
-110.80537,100,186.096582
-122.457952,100,190.197529
-83.534788,100,194.259143
-91.413544,100,198.454682
-120.345646,100,202.705915
-126.43201,100,206.774536
-120.038704,100,211.029364
-115.939712,100,215.152455
-95.627306,100,219.217647
-106.117017,100,223.311244
-74.870118,100,227.333365
-119.390797,100,231.437319
-67.413476,100,235.566661
-116.248242,100,239.696738
-80.841274,100,243.794099
-118.09023,100,259.954853
-113.039091,100,263.945136
-111.314188,100,267.950831
-126.184689,100,272.229589
-89.828567,100,276.3527
-71.01204,100,280.328095
-88.406005,100,284.262982
-125.406752,100,288.178833
-114.277584,100,292.144454
-113.982721,100,296.129988
-99.239784,100,299.848654
-100.292525,100,303.51926
-103.448666,100,307.235202
-112.345767,100,310.952786
-93.720262,100,314.634791
-113.072837,100,318.386839
-120.026845,100,322.61767
-116.36487,100,326.53591
