#{"t_start": 1742073598.6048858, "env_id": "None"}
r,l,t
-79.577738,100,14.102692
-94.211982,100,19.420626
-110.136704,100,24.658866
-89.252633,100,29.999224
-105.452588,100,35.282347
-117.22683,100,40.724893
-108.190002,100,46.115761
-68.431028,100,51.563257
-86.258966,100,56.783824
-70.442953,100,62.627425
-105.25661,100,68.793414
-72.432929,100,74.36052
-113.69762,100,79.438545
-86.674006,100,84.544263
-111.735268,100,90.014969
-87.444194,100,95.159052
-111.967066,100,100.262346
-113.36061,100,105.507673
-111.693844,100,110.628299
-99.82836,100,115.741089
-96.76021,100,120.851807
-118.080303,100,126.399033
-106.814324,100,131.530286
-91.747445,100,136.649432
-121.78054,100,141.74361
-104.587553,100,148.160224
-86.586899,100,153.614453
-70.094052,100,158.805929
-121.138061,100,164.151679
-118.205023,100,169.274499
-66.235035,100,174.395313
-111.219342,100,179.512421
-95.875472,100,184.827599
-100.214984,100,190.271836
-90.95088,100,195.32428
-120.849895,100,200.335237
-118.450281,100,205.324631
-114.227924,100,210.325724
-78.60078,100,215.640851
-127.097344,100,220.670593
-121.298931,100,225.722919
-66.005664,100,230.854774
-118.587384,100,235.911274
-118.962657,100,240.98766
-134.491846,100,246.052733
-118.699719,100,251.330613
-107.586608,100,256.57884
-104.540259,100,261.632131
-119.981469,100,266.656259
-88.243718,100,271.713838
