#{"t_start": 1742073579.7112098, "env_id": "None"}
r,l,t
-126.003302,100,32.996891
-83.920169,100,38.314302
-110.418411,100,43.552542
-80.046554,100,48.8929
-79.282808,100,54.176023
-108.366444,100,59.618569
-55.485492,100,65.010471
-125.509522,100,70.457956
-68.151038,100,75.6775
-81.037518,100,81.521101
-118.272692,100,87.68709
-115.707683,100,93.254196
-104.392075,100,98.332221
-108.75895,100,103.437939
-85.624536,100,108.909172
-81.531596,100,114.052728
-113.05237,100,119.156022
-122.395059,100,124.401883
-114.83454,100,129.521975
-120.704561,100,134.633734
-114.04303,100,139.745483
-118.581871,100,145.291683
-126.961452,100,150.425989
-118.220968,100,155.542081
-127.013226,100,160.636759
-57.568728,100,167.054907
-122.031613,100,172.508656
-114.669104,100,177.699605
-68.332873,100,183.045355
-115.813848,100,188.167655
-117.762075,100,193.288989
-71.215505,100,198.406097
-122.428,100,203.721275
-60.77272,100,209.165512
-126.806655,100,214.215925
-120.536618,100,219.228913
-115.191641,100,224.218307
-117.463754,100,229.217877
-88.497454,100,234.534528
-115.268614,100,239.564269
-89.454646,100,244.616595
-131.873413,100,249.747928
-115.066962,100,254.80495
-101.093662,100,259.880813
-111.807162,100,264.945903
-98.180554,100,270.222775
-95.665025,100,275.472516
-109.490384,100,280.525807
-122.867869,100,285.549935
-116.641979,100,290.607514
